client_id	path	sentence	up_votes	down_votes	age	gender	accent
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494531.mp3	Beim Tunnelbau hat man mehrere Findlinge aus der Eiszeit ausgegraben.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494532.mp3	Eure Lebensgeschichten ähneln sich sehr.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494534.mp3	Erst in der Anonymität verhalten sich viele intolerant.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494535.mp3	Was auf den Tisch kommt, wird gegessen.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494536.mp3	Er hatte jetzt fast drei Tage Fieber.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494537.mp3	E-Bikes können ziemlich teuer sein.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494538.mp3	Uruguay hat vier Sterne auf dem Trikot, aber nur zwei Weltmeistertitel.	3	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494539.mp3	Stimmt eigentlich.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494541.mp3	Es ist zum Fremdschämen.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494543.mp3	Professor Steiner hat mich voll in die Irre geführt.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494544.mp3	Folklore ist der sichtbare Ausdruck des immateriellen kulturellen Erbes.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494545.mp3	Wie schaut es mit seiner Kreditwürdigkeit aus?	2	1	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494546.mp3	Wie konnte ich jemals an dir zweifeln?	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494549.mp3	Frauen sind im Schnitt zwei Jahre jünger als ihre Partner.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494550.mp3	Oder er gibt sie an große Konzerne aus Kalifornien weiter.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494551.mp3	Der Frosch sitzt im Wasser.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494552.mp3	Die Wellenausbreitungsgeschwindigkeit ist viel höher als das Tempo des Mediums selbst.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494555.mp3	Das Ventil ist ein Punkt, den man sich gut merken kann.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494776.mp3	Früh morgens, wenn es noch dunkel ist, verlässt Tess die Wohnung.	2	0	fifties	male	germany
fedf35814ad1569a114a3b4b1378485a95b92bd0e0212b6e617ee50ae500791711ac6735128fcd8cdb14a738804bcfe49e63979ab0a7886066de0b3b1da57474	common_voice_de_18494777.mp3	Das Musical war aber toll heute Abend.	2	0	fifties	male	germany
