client_id	path	sentence	up_votes	down_votes	age	gender	accent
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284684.mp3	Herbert öffnet den Spülkasten, um nachzuschauen was da los ist.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284789.mp3	Tausende sind heute auf die Straße gegangen, um entweder für oder gegen die Homoehe zu demonstrieren.	1	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284822.mp3	Zu Risiken und Nebenwirkungen lesen Sie die Packungsbeilage und fragen Sie Ihren Arzt oder Apotheker.	1	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284850.mp3	Elli verfolgt den Unterricht stets aufmerksam und meldet sich ab und an auch freiwillig zu Wort.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284860.mp3	Mithilfe eines VPN-Servers verschleiert Charlie seine IP-Adresse.	1	2	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284863.mp3	"Der jedoch keiner ist, weil ihm das Prädikat fehlt", korrigiert mich der Besserwisser.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284894.mp3	Asterix und Obelix mit echten Schauspielern sind einfach nicht so gut wie in Zeichentrick.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284903.mp3	Dieses Steak ist zäh wie eine Schuhsohle.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284933.mp3	Dänen lügen nicht.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284936.mp3	Der traumatisierte Soldat schläft nur noch mit Pistole unterm Kopfkissen.	1	2	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284944.mp3	Benutzer, die sich gezielt für diesen Browser entscheiden, legen auf andere Dinge wert.	2	4	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284960.mp3	Sven hat einen Filmriss.	2	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17284967.mp3	Dafür habe ich auch die Spülmaschine ausgeräumt.	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17285126.mp3	Ein bisschen Bewegung hat der Jugend noch nie geschadet!	0	3	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17285136.mp3	Um diese Hecke müsste sich auch mal jemand kümmern.	1	2	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17285138.mp3	Was ist so schwierig daran, die Einkaufswagen ungefähr gleichmäßig auf die Reihen zu verteilen?	0	4	twenties	male	germany
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd	common_voice_de_17285154.mp3	Lea ließ einen erstaunten Pfiff ertönen.	0	3	twenties	male	germany
